Kategori,Pesan,cleaned_text,label
ham,Untuk kebahagiaan keluarga saya..,untuk kebahagiaan keluarga saya,0
ham,Nyata ketika Anda naik yo? Saya hanya perlu 2 tiket lagi dan satu jaket lagi dan saya selesai. Saya sudah menggunakan semua multis saya.,nyata ketika anda naik yo saya hanya perlu tiket lagi dan satu jaket lagi dan saya selesai saya sudah menggunakan semua multis saya,0
Spam,Dijual - papan panah arsenal. Kondisi bagus tapi tidak ada ganda atau treble!,dijual papan panah arsenal kondisi bagus tapi tidak ada ganda atau treble,1
Spam,Untuk mengambil bagian dalam survei seluler kami kemarin! Anda sekarang dapat memiliki 500 teks 2 gunakan sesuka Anda. 2 dapatkan txt cukup kirim TXT ke 80160 T&C www.txt43.com 1.50p,untuk mengambil bagian dalam survei seluler kami kemarin anda sekarang dapat memiliki teks gunakan sesuka anda dapatkan txt cukup kirim txt ke t c p,1
Spam,Untuk istirahat belanja paling gemerlap dari 45 per orang; Hubungi 0121 2025050 atau kunjungi www.shortbreaks.org.uk,untuk istirahat belanja paling gemerlap dari per orang hubungi atau kunjungi,1
Spam,"Untuk kesempatan Anda memenangkan uang tunai Â £ 250 setiap wk TXT: ACTION ke 80608. T's & C www.movietrivia.tv custcare 08712405022, 1x150p / wk",untuk kesempatan anda memenangkan uang tunai setiap wk txt action ke t s c custcare x p wk,1
Spam,"Untuk kesempatan Anda memenangkan uang tunai Â £ 250 setiap wk TXT: ACTION ke 80608. T's & C www.movietrivia.tv custcare 08712405022, 1x150p / wk.",untuk kesempatan anda memenangkan uang tunai setiap wk txt action ke t s c custcare x p wk,1
Spam,"Untuk kesempatan Anda memenangkan TXT: SHOP ke 80878 sebesar Ã 250 wkly shopping: SHOP ke 80878. 08715705022 www.txt-2-shop.com perawatan  T's&C, 1x150p / wk",untuk kesempatan anda memenangkan txt shop ke sebesar wkly shopping shop ke perawatan t s c x p wk,1
Spam,"Untuk kesempatan Anda memenangkan uang tunai Â £ 250 setiap wk TXT: PLAY ke 83370. T's & C www.music-trivia.net custcare 08715705022, 1x150p / wk.",untuk kesempatan anda memenangkan uang tunai setiap wk txt play ke t s c custcare x p wk,1
Spam,"Untuk kesempatan Anda untuk MEMENANGKAN Headset Bluetooth GRATIS maka cukup balas kembali dengan ""ADP""",untuk kesempatan anda untuk memenangkan headset bluetooth gratis maka cukup balas kembali dengan adp,1
ham,"Ketemu, ENC <#> , di mana Anda berada?",ketemu enc di mana anda berada,0
ham,"FRAN SAYA MEMUTUSKAN 2 GO N E WAY IM BENAR-BENAR RUSAK KNACKERED AKU BANGUN PERTARUNGAN 3 C U 2MRW CINTA JANX PS INI ADALAH AYAH SAYA FONE, -TIDAK ADA KREDIT",fran saya memutuskan go n e way im benar benar rusak knackered aku bangun pertarungan c u mrw cinta janx ps ini adalah ayah saya fone tidak ada kredit,0
Spam,Gratis entri minggu pertama 2 TEXTPOD 4 kesempatan 2 memenangkan iPod 40GB atau uang tunai Â £ 250 setiap minggu. Txt POD ke 84128 S&K www.textpod.net custcare 08712405020.,gratis entri minggu pertama textpod kesempatan memenangkan ipod gb atau uang tunai setiap minggu txt pod ke s k custcare,1
Spam,Gratis entri minggu pertama 2 TEXTPOD 4 kesempatan 2 memenangkan iPod 40GB atau uang tunai Â £ 250 setiap minggu. Txt VPOD ke 81303 S&K www.textpod.net custcare 08712405020.,gratis entri minggu pertama textpod kesempatan memenangkan ipod gb atau uang tunai setiap minggu txt vpod ke s k custcare,1
Spam,Ponsel kamera GRATIS dengan linerental mulai 4.49 / bulan dengan 750 menit lintas ntwk. 1/2 harga txt bundle deals juga avble. Hubungi 08001950382 atau call2optout/J MF,ponsel kamera gratis dengan linerental mulai bulan dengan menit lintas ntwk harga txt bundle deals juga avble hubungi atau call optout j mf,1
Spam,Masuk gratis di 2 comp mingguan untuk kesempatan memenangkan ipod. Txt POD ke 80182 untuk mendapatkan entri (std txt rate) T &C berlaku 08452810073 untuk detailnya 18+,masuk gratis di comp mingguan untuk kesempatan memenangkan ipod txt pod ke untuk mendapatkan entri std txt rate t c berlaku untuk detailnya,1
Spam,Gratis masuk di 2 a wkly comp untuk memenangkan final Piala FA tkts 21 Mei 2005. SMS FA ke 87121 untuk menerima pertanyaan entri (std txt rate) T & C berlaku 08452810075over18,gratis masuk di a wkly comp untuk memenangkan final piala fa tkts mei sms fa ke untuk menerima pertanyaan entri std txt rate t c berlaku over,1
Spam,Masuk GRATIS ke comp mingguan Â £ 250 kami hanya mengirim kata ENTER ke 84128 SEKARANG. 18 T&C www.textcomp.com perawatan cust 08712405020.,masuk gratis ke comp mingguan kami hanya mengirim kata enter ke sekarang t c perawatan cust,1
Spam,Masuk GRATIS ke comp mingguan Â £ 250 kami hanya mengirim kata WIN ke 80086 SEKARANG. 18 T & C www.txttowin.co.uk,masuk gratis ke comp mingguan kami hanya mengirim kata win ke sekarang t c,1
Spam,Masuk GRATIS ke kompetisi mingguan Â £ 250 kami hanya teks kata WIN ke 80086 SEKARANG. 18 T & C www.txttowin.co.uk,masuk gratis ke kompetisi mingguan kami hanya teks kata win ke sekarang t c,1
Spam,"Gratis masuk ke gr8prizes wkly comp 4 kesempatan untuk memenangkan Nokia 8800 terbaru, PSP atau Â £ 250 uang tunai setiap wk.TXT BESAR untuk 80878 http //www.gr8prizes.com 08715705022",gratis masuk ke gr prizes wkly comp kesempatan untuk memenangkan nokia terbaru psp atau uang tunai setiap wk txt besar untuk http,1
Spam,GRATIS selama 1 minggu! No1 Nokia nada 4 massa Anda setiap minggu hanya txt NOKIA ke 8007 Dapatkan txting dan memberitahu teman Anda www.getzed.co.uk POBox 36504 W45WQ norma150p / nada 16+,gratis selama minggu no nokia nada massa anda setiap minggu hanya txt nokia ke dapatkan txting dan memberitahu teman anda pobox w wq norma p nada,1
Spam,GRATIS selama 1 minggu! No1 Nokia nada 4 massa Anda setiap minggu hanya txt NOKIA ke 87077 Dapatkan txting dan memberitahu teman-teman Anda. zed POBox 36504 W45WQ norma150p / nada 16+,gratis selama minggu no nokia nada massa anda setiap minggu hanya txt nokia ke dapatkan txting dan memberitahu teman teman anda zed pobox w wq norma p nada,1
Spam,GRATIS selama 1 minggu! No1 Nokia nada 4 ponsel Anda setiap minggu hanya txt NOKIA ke 8077 Dapatkan txting dan memberitahu teman-teman Anda. www.getzed.co.uk POBox 36504 W45WQ 16+ norma150p / nada,gratis selama minggu no nokia nada ponsel anda setiap minggu hanya txt nokia ke dapatkan txting dan memberitahu teman teman anda pobox w wq norma p nada,1
Spam,"PERMAINAN GRATIS. Dapatkan Rayman Golf 4 GRATIS dari O2 Games Arcade. 1st mendapatkan pengaturan game UR. Balas POST, lalu simpan & aktivasi8. Tekan tombol 0 untuk Arcade. Ketentuanberlaku",permainan gratis dapatkan rayman golf gratis dari o games arcade st mendapatkan pengaturan game ur balas post lalu simpan aktivasi tekan tombol untuk arcade ketentuanberlaku,1
Spam,"PESAN GRATIS Aktifkan 500 Pesan Teks GRATIS Anda dengan membalas pesan ini dengan kata GRATIS Untuk syarat & ketentuan, kunjungi www.07781482378.com",pesan gratis aktifkan pesan teks gratis anda dengan membalas pesan ini dengan kata gratis untuk syarat ketentuan kunjungi,1
Spam,"Gratis msg. Maaf, layanan yang Anda pesan dari 81303 tidak dapat dikirimkan karena Anda tidak memiliki kredit yang cukup. Silakan isi ulang untuk menerima layanan.",gratis msg maaf layanan yang anda pesan dari tidak dapat dikirimkan karena anda tidak memiliki kredit yang cukup silakan isi ulang untuk menerima layanan,1
Spam,"Free Msg: mendapatkan Gnarls Barkleys ""Crazy"" ringtone BENAR-BENAR GRATIS hanya membalas PERGI ke pesan ini sekarang!",free msg mendapatkan gnarls barkleys crazy ringtone benar benar gratis hanya membalas pergi ke pesan ini sekarang,1
Spam,Pesan Gratis: Ringtone! Dari: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,pesan gratis ringtone dari widelive com index wml id b a ecef ff first true jul,1
Spam,Pesan gratis: Lajang? Temukan mitra di daerah Anda! 1000-an orang sungguhan sedang menunggu untuk mengobrol sekarang! Kirim CHAT ke 62220Cncl kirim STOPCS 08717890890Â£1.50 per msg,pesan gratis lajang temukan mitra di daerah anda an orang sungguhan sedang menunggu untuk mengobrol sekarang kirim chat ke cncl kirim stopcs per msg,1
Spam,MSG GRATIS: Kami menagih nomor ponsel Anda secara tidak sengaja dari shortcode 83332.Please hubungi 08081263000 untuk memiliki biaya dikembalikan. Panggilan ini akan bebas dari telepon rumah BT,msg gratis kami menagih nomor ponsel anda secara tidak sengaja dari shortcode please hubungi untuk memiliki biaya dikembalikan panggilan ini akan bebas dari telepon rumah bt,1
Spam,"NOKIA GRATIS Atau Motorola dengan upto 12mths 1/2price linerental, 500 GRATIS x-net mins & 100txt / bln GRATIS B'tooth *. Hubungi Mobileupd8 di 08001950382 atau hubungi 2optout/D3WV",nokia gratis atau motorola dengan upto mths price linerental gratis x net mins txt bln gratis b tooth hubungi mobileupd di atau hubungi optout d wv,1
Spam,"NADA DERING GRATIS cukup ketik ""POLYS"" ke 87131. Kemudian setiap minggu dapatkan nada baru. 0870737910216yrs hanya Â £ 1,50 / wk.",nada dering gratis cukup ketik polys ke kemudian setiap minggu dapatkan nada baru yrs hanya wk,1
Spam,"RINGTONE GRATIS TEKS PERTAMA ke 87131 untuk poli atau teks GET ke 87131 untuk nada yang benar! Tolong? 0845 2814032 16 setelah 1 gratis, nada adalah 3xÂ £ 150pw ke eÂ £ nd txt stop",ringtone gratis teks pertama ke untuk poli atau teks get ke untuk nada yang benar tolong setelah gratis nada adalah x pw ke e nd txt stop,1
Spam,Nada gratis Semoga Anda menikmati konten baru Anda. SMS Stop ke 61610 untuk berhenti berlangganan. Bantuan:08712400602450p Disediakan oleh tones2you.co.uk,nada gratis semoga anda menikmati konten baru anda sms stop ke untuk berhenti berlangganan bantuan p disediakan oleh tones you co uk,1
Spam,Gratis Top ringtone -sub untuk ringtone mingguan-mendapatkan 1st minggu gratis-mengirim SUBPOLY ke 81618-?3 per minggu-stop sms-08718727870,gratis top ringtone sub untuk ringtone mingguan mendapatkan st minggu gratis mengirim subpoly ke per minggu stop sms,1
Spam,PORNO HARDCORE GRATIS TANPA BATAS langsung 2 PORNO Txt seluler Anda ke 69200 &; dapatkan akses GRATIS selama 24 jam lalu chrgd@50p per hari txt Stop 2exit. Pesan ini gratis,porno hardcore gratis tanpa batas langsung porno txt seluler anda ke dapatkan akses gratis selama jam lalu per hari txt stop exit pesan ini gratis,1
Spam,Ponsel kamera video gratis dengan sewa garis Half Price untuk 12 bln dan 500 menit silang ntwk 100 txt. Hubungi MobileUpd8 08001950382 atau Call2OptOut/674,ponsel kamera video gratis dengan sewa garis half price untuk bln dan menit silang ntwk txt hubungi mobileupd atau call optout,1
Spam,Ponsel kamera video gratis dengan sewa garis Half Price untuk 12 bln dan 500 menit silang ntwk 100 txt. Hubungi MobileUpd8 08001950382 atau Call2OptOut/674&,ponsel kamera video gratis dengan sewa garis half price untuk bln dan menit silang ntwk txt hubungi mobileupd atau call optout,1
Spam,GRATIS>Ringtone! Balas REAL atau POLY misalnya REAL1 1. Tombol Tekan 2. DontCha 3. Selamat Tinggal Bayi 4. Penggali Emas 5. WeBeBurnin nada 1 GRATIS dan 6 lagi saat Anda bergabung untuk â £ 3 / wk,gratis ringtone balas real atau poly misalnya real tombol tekan dontcha selamat tinggal bayi penggali emas webeburnin nada gratis dan lagi saat anda bergabung untuk wk,1
Spam,"FREE2DAY seksi St George's Day pic dari Yordania! Txt PIC ke 89080 jangan lewatkan, maka setiap wk seleb cakep!4 lebih pics c PocketBabe.co.uk 0870241182716 Â £ 3 / wk",free day seksi st george s day pic dari yordania txt pic ke jangan lewatkan maka setiap wk seleb cakep lebih pics c pocketbabe co uk wk,1
Spam,"Pesan gratis: Jamster! Dapatkan suara katak gila sekarang! Untuk teks poli MAD1, untuk teks nyata MAD2 hingga 88888. 6 suara gila hanya dengan 3 GBP / minggu! 16+hanya! S&K berlaku",pesan gratis jamster dapatkan suara katak gila sekarang untuk teks poli mad untuk teks nyata mad hingga suara gila hanya dengan gbp minggu hanya s k berlaku,1
Spam,"FreeMsg Hei sayang, sudah 3 minggu sekarang dan tidak ada kabar kembali! Saya masih ingin bersenang-senang untuk itu? Tb ok! XxX std chgs untuk mengirim, Â £ 1,50 ke rcv",freemsg hei sayang sudah minggu sekarang dan tidak ada kabar kembali saya masih ingin bersenang senang untuk itu tb ok xxx std chgs untuk mengirim ke rcv,1
Spam,"FreeMsg Hei U, i just got 1 dari ini video / pic fones, balas WILD untuk txt ini & sakit mengirim U pics saya, cepat Im so bosan di tempat kerja xxx (18 150p / rcvd STOP2stop)",freemsg hei u i just got dari ini video pic fones balas wild untuk txt ini sakit mengirim u pics saya cepat im so bosan di tempat kerja xxx p rcvd stop stop,1
Spam,FreeMsg Hai sayang wow baru saja mendapat moby cam baru. ingin C pic panas? atau Ingin mengobrol? Im w8in 4uTxt / rply CHAT ke 82242 hlp 08712317606 msg150p 2rcv,freemsg hai sayang wow baru saja mendapat moby cam baru ingin c pic panas atau ingin mengobrol im w in utxt rply chat ke hlp msg p rcv,1
Spam,FreeMsg Hari ini adalah hari jika Anda siap! Aku terangsang & tinggal di kotamu. Saya suka seks menyenangkan & permainan! Netcollex Ltd 08700621170150p per msg balasan Berhenti untuk mengakhiri,freemsg hari ini adalah hari jika anda siap aku terangsang tinggal di kotamu saya suka seks menyenangkan permainan netcollex ltd p per msg balasan berhenti untuk mengakhiri,1
Spam,"FreeMsg Mengapa Anda belum membalas teks saya? Saya Randy, seksi, perempuan dan tinggal lokal. Luv untuk mendengar dari u. Netcollex Ltd 08700621170150p per msg membalas Berhenti untuk mengakhiri",freemsg mengapa anda belum membalas teks saya saya randy seksi perempuan dan tinggal lokal luv untuk mendengar dari u netcollex ltd p per msg membalas berhenti untuk mengakhiri,1
Spam,"FreeMSG Anda telah diberikan KAMERA DIGITAL MINI GRATIS, cukup balas SNAP untuk mengumpulkan hadiah Anda! (klub kuis Memilih keluar? Berhenti 80122300p/wk SP:RWM Ph:08704050406)",freemsg anda telah diberikan kamera digital mini gratis cukup balas snap untuk mengumpulkan hadiah anda klub kuis memilih keluar berhenti p wk sp rwm ph,1
Spam,Freemsg: panggilan gratis tanpa batas selama 1 bulan! Aktifkan SmartCall Txt: CALL ke No: 68866. Subscriptn3gbp/wk panggilan tak terbatas Bantuan: 08448714184 Stop?txt stop telepon rumah saja,freemsg panggilan gratis tanpa batas selama bulan aktifkan smartcall txt call ke no subscriptn gbp wk panggilan tak terbatas bantuan stop txt stop telepon rumah saja,1
Spam,"FreeMsg: Klaim 250 pesan SMS Anda-SMS OK ke 84025 sekarang! Gunakan web2mobile 2 teman Anda dll. Bergabunglah dengan Txt250.com untuk 1.50p / wk. T & C BOX139, LA32WU. 16 . Hapus txtX atau hentikan",freemsg klaim pesan sms anda sms ok ke sekarang gunakan web mobile teman anda dll bergabunglah dengan txt com untuk p wk t c box la wu hapus txtx atau hentikan,1
Spam,FreeMsg: Suka main mata? Balas DATE sekarang & bergabunglah dengan layanan kencan seluler dengan pertumbuhan tercepat di Inggris. Msgs rcvd hanya 25p untuk memilih keluar txt berhenti ke 83021. Balas DATE sekarang!,freemsg suka main mata balas date sekarang bergabunglah dengan layanan kencan seluler dengan pertumbuhan tercepat di inggris msgs rcvd hanya p untuk memilih keluar txt berhenti ke balas date sekarang,1
Spam,FreeMsg: Hei - Saya Buffy. 25 dan suka memuaskan pria. Di rumah sendirian merasa randy. Balas 2 C PIX saya! QlynnBV Help08700621170150p a msg Kirim berhenti untuk menghentikan txts,freemsg hei saya buffy dan suka memuaskan pria di rumah sendirian merasa randy balas c pix saya qlynnbv helpp a msg kirim berhenti untuk menghentikan txts,1
Spam,FREEMSG: Catatan kami menunjukkan Anda mungkin berhak atas 3750 pound untuk Kecelakaan yang Anda alami. Untuk mengklaim balasan gratis dengan YA ke pesan ini. Untuk menyisih dari teks STOP,freemsg catatan kami menunjukkan anda mungkin berhak atas pound untuk kecelakaan yang anda alami untuk mengklaim balasan gratis dengan ya ke pesan ini untuk menyisih dari teks stop,1
Spam,FreeMsg: Txt: CALL to No: 86888 & klaim hadiah Anda berupa 3 jam waktu bicara untuk digunakan dari ponsel Anda sekarang! Berlangganan6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call to no klaim hadiah anda berupa jam waktu bicara untuk digunakan dari ponsel anda sekarang berlangganan gbp mnth inc hrs stop txtstop,1
Spam,FreeMsg: Feelin agak lnly berharap Anda seperti 2 menjaga saya perusahaan! Jst punya moby cam ingin c pic saya? Txt atau balas DATE ke 82242 Msg150p 2rcv Hlp 08712317606 stop ke 82242,freemsg feelin agak lnly berharap anda seperti menjaga saya perusahaan jst punya moby cam ingin c pic saya txt atau balas date ke msg p rcv hlp stop ke,1
Spam,FreeMsg>FAV NADA XMAS! membalas NYATA,freemsg fav nada xmas membalas nyata,1
ham,"Persahabatan bukanlah permainan untuk dimainkan, Ini bukan kata untuk dikatakan, Itu tidak dimulai pada bulan Maret dan berakhir pada bulan Mei, Ini besok, kemarin, hari ini dan e",persahabatan bukanlah permainan untuk dimainkan ini bukan kata untuk dikatakan itu tidak dimulai pada bulan maret dan berakhir pada bulan mei ini besok kemarin hari ini dan e,0
ham,"FR'NDSHIP seperti jarum jam. Meskipun V r dalam d jam yang sama, V r nt mampu 2 bertemu. Evn jika V bertemu, itz hanya 4beberapa detik. Bt V alwys tetap terhubung. Gud 9t;-)",fr ndship seperti jarum jam meskipun v r dalam d jam yang sama v r nt mampu bertemu evn jika v bertemu itz hanya beberapa detik bt v alwys tetap terhubung gud t,0
Spam,DARI 88066 HILANG â £ 12 BANTUAN,dari hilang bantuan,1
ham,Dari sini setelah Penghargaan kinerja dihitung setiap dua bulan.bukan untuk periode satu bulan saat ini ..,dari sini setelah penghargaan kinerja dihitung setiap dua bulan bukan untuk periode satu bulan saat ini,0
Spam,"Mulai bulan depan, dapatkan hingga 50% Lebih Banyak Panggilan 4 jaringan standar Anda Isi daya 2 Aktifkan Panggilan 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Biaya Â£1.50 min MobcudB lebih",mulai bulan depan dapatkan hingga lebih banyak panggilan jaringan standar anda isi daya aktifkan panggilan c wire net st terms pobox m uz biaya min mobcudb lebih,1
ham,Dari seseorang untuk tidak merokok ketika setiap kali saya merokok dalam dua minggu terakhir adalah karena Anda menelepon atau mengirim SMS kepada saya bahwa Anda ingin merokok,dari seseorang untuk tidak merokok ketika setiap kali saya merokok dalam dua minggu terakhir adalah karena anda menelepon atau mengirim sms kepada saya bahwa anda ingin merokok,0
Spam,dari www.Applausestore.com MonthlySubscription@50p/msg max6/bulan T &CsC web age16 2stop txt berhenti,dari max bulan t csc web age stop txt berhenti,1
ham,"Persetan sayang... Aku sudah merindukanmu, kau tahu? Tidak bisakah Anda membiarkan saya mengirimi Anda sejumlah uang ke jaring Anda? Saya memerlukanmu... Saya menginginkanmu... Aku mendambakanmu ...",persetan sayang aku sudah merindukanmu kau tahu tidak bisakah anda membiarkan saya mengirimi anda sejumlah uang ke jaring anda saya memerlukanmu saya menginginkanmu aku mendambakanmu,0
ham,"Wah... Aku sudah merindukanmu, kau tahu? Anda semua yang bisa saya pikirkan. Sial, aku tidak sabar menunggu sampai tahun depan ketika kita akan bersama ... * ciuman penuh kasih *",wah aku sudah merindukanmu kau tahu anda semua yang bisa saya pikirkan sial aku tidak sabar menunggu sampai tahun depan ketika kita akan bersama ciuman penuh kasih,0
ham,Astaga... Aku sangat mencintaimu sehingga aku hampir tidak tahan,astaga aku sangat mencintaimu sehingga aku hampir tidak tahan,0
Spam,GENT! Kami mencoba menghubungi Anda. Akhir pekan lalu draw menunjukkan bahwa Anda memenangkan hadiah Â £ 1000 DIJAMIN. Hubungi 09064012160. Kode Klaim K52. Hanya berlaku 12 jam. 150ppm,gent kami mencoba menghubungi anda akhir pekan lalu draw menunjukkan bahwa anda memenangkan hadiah dijamin hubungi kode klaim k hanya berlaku jam ppm,1
Spam,"Dapatkan nada 3 Lions England, balas lionm 4 mono atau lionp 4 poly. 4 lagi pergi 2 www.ringtones.co.uk, yang asli n terbaik. Tarif operator jaringan Tone 3GBP berlaku",dapatkan nada lions england balas lionm mono atau lionp poly lagi pergi yang asli n terbaik tarif operator jaringan tone gbp berlaku,1
Spam,"Dapatkan nada 3 Lions England, balas lionm 4 mono atau lionp 4 poly. 4 lagi pergi 2 www.ringtones.co.uk, yang asli n terbaik. Tarif operator jaringan Tones 3GBP berlaku.",dapatkan nada lions england balas lionm mono atau lionp poly lagi pergi yang asli n terbaik tarif operator jaringan tones gbp berlaku,1
Spam,"Dapatkan ponsel baru dengan menjadi agen The Mob! Plus memuat lebih banyak barang! Untuk info lebih lanjut, cukup SMS MAT ke 87021.",dapatkan ponsel baru dengan menjadi agen the mob plus memuat lebih banyak barang untuk info lebih lanjut cukup sms mat ke,1
Spam,Dapatkan pemutar video seluler GRATIS film GRATIS. Untuk mengumpulkan teks GO ke 89105. Ini gratis! Film tambahan dapat dipesan t dan c berlaku. Hanya 18 thn,dapatkan pemutar video seluler gratis film gratis untuk mengumpulkan teks go ke ini gratis film tambahan dapat dipesan t dan c berlaku hanya thn,1
ham,Turun di gandhipuram dan berjalan untuk menyeberang jalan yang terputus. Sisi kanan <#> jalan jalan dan belok kanan pertama.,turun di gandhipuram dan berjalan untuk menyeberang jalan yang terputus sisi kanan jalan jalan dan belok kanan pertama,0
Spam,"Dapatkan resmi ENGLAND poly ringtone atau bendera warna pada ponsel Anda untuk pertandingan malam ini! Ketik TONE atau FLAG ke 84199. Memilih txt ENG STOP Box39822 W111WX Â £ 1,50",dapatkan resmi england poly ringtone atau bendera warna pada ponsel anda untuk pertandingan malam ini ketik tone atau flag ke memilih txt eng stop box w wx,1
Spam,"Dapatkan 1 RINGTONE GRATIS SEKARANG! Balas pesan ini dengan TONE. Gr8 TOP 20 nada ke ponsel Anda setiap minggu hanya â £ 1,50 per wk 2 memilih keluar mengirim STOP 08452810071 16",dapatkan ringtone gratis sekarang balas pesan ini dengan tone gr top nada ke ponsel anda setiap minggu hanya per wk memilih keluar mengirim stop,1
Spam,Siapkan kebun Anda untuk musim panas dengan pilihan umbi dan benih musim panas GRATIS senilai Â £ 33: 50 hanya dengan The Scotsman Sabtu ini. Untuk menghentikan go2 notxt.co.uk,siapkan kebun anda untuk musim panas dengan pilihan umbi dan benih musim panas gratis senilai hanya dengan the scotsman sabtu ini untuk menghentikan go notxt co uk,1
ham,Gibbs tidak terjual.mike hussey,gibbs tidak terjual mike hussey,0
ham,Gimme beberapa adalah<#>  menit yang lalu,gimme beberapa adalah menit yang lalu,0
ham,Beri aku waktu sejenak untuk memikirkannya,beri aku waktu sejenak untuk memikirkannya,0
ham,"Pergi sampai jurong point, gila.. Hanya tersedia di bugis n great world la e buffet... Cine ada punya lebih banyak wat ...",pergi sampai jurong point gila hanya tersedia di bugis n great world la e buffet cine ada punya lebih banyak wat,0
Spam,"Maksud! Arsenal 4 (Henry, 7 v Liverpool 2 Henry mencetak gol dengan tembakan sederhana dari jarak 6 yard dari umpan Bergkamp untuk memberi Arsenal margin 2 gol setelah 78 menit.",maksud arsenal henry v liverpool henry mencetak gol dengan tembakan sederhana dari jarak yard dari umpan bergkamp untuk memberi arsenal margin gol setelah menit,1
ham,Pergi untuk makan malam.msg Anda setelahnya.,pergi untuk makan malam msg anda setelahnya,0
ham,Tidak terjadi apa-apa great.bye,tidak terjadi apa apa great bye,0
ham,Pergi melalui keputusan feeling.wavering yang sangat berbeda dan mengatasi hal yang sama adalah individual.time yang sama akan menyembuhkan semua yang saya percaya.,pergi melalui keputusan feeling wavering yang sangat berbeda dan mengatasi hal yang sama adalah individual time yang sama akan menyembuhkan semua yang saya percaya,0
ham,Akan membawa bayimu keluar?,akan membawa bayimu keluar,0
Spam,goldviking (29/M) mengundang Anda untuk menjadi temannya. Balas YES-762 atau NO-762 Lihat dia: www.SMS.ac/u/goldviking BERHENTI? Kirim STOP FRND ke 62468,goldviking m mengundang anda untuk menjadi temannya balas yes atau no lihat dia berhenti kirim stop frnd ke,1
ham,"Selamat siang kekasih! Bagaimana harimu? Ada keberuntungan yang menghampiri Anda? Aku memikirkanmu, sayang dan mengirim cintaku ke seberang lautan untuk membuatmu tersenyum dan bahagia",selamat siang kekasih bagaimana harimu ada keberuntungan yang menghampiri anda aku memikirkanmu sayang dan mengirim cintaku ke seberang lautan untuk membuatmu tersenyum dan bahagia,0
ham,"Selamat siang di hari peringatan yang mulia ini, J manisku !! Saya harap ini menemukan Anda bahagia dan puas, Mangsa saya. Aku memikirkanmu dan mengirim ciuman menggoda dari seberang laut membujuk gambar souveniers yang suka ... Anda Cougar-Pen",selamat siang di hari peringatan yang mulia ini j manisku saya harap ini menemukan anda bahagia dan puas mangsa saya aku memikirkanmu dan mengirim ciuman menggoda dari seberang laut membujuk gambar souveniers yang suka anda cougar pen,0
ham,Selamat siang bintang! Bagaimana kabar boytoy saya? Apakah dia sudah mendambakanku? Ache untuk meniduriku? *menyesap cappuccino* Aku merindukanmu sayang *menggoda ciuman*,selamat siang bintang bagaimana kabar boytoy saya apakah dia sudah mendambakanku ache untuk meniduriku menyesap cappuccino aku merindukanmu sayang menggoda ciuman,0
ham,"Selamat siang sinar matahari! Bagaimana fajar hari itu? Apakah kita segar dan bahagia hidup? Apakah kita menghirup udara dan tersenyum? Aku memikirkanmu, cintaku ... Seperti biasa",selamat siang sinar matahari bagaimana fajar hari itu apakah kita segar dan bahagia hidup apakah kita menghirup udara dan tersenyum aku memikirkanmu cintaku seperti biasa,0
ham,"Selamat siang, cintaku! Bagaimana hari itu? Saya harap mungkin Anda mendapat beberapa petunjuk tentang suatu pekerjaan. Aku memikirkanmu, boytoy dan mengirimimu ciuman penuh gairah dari seberang lautan",selamat siang cintaku bagaimana hari itu saya harap mungkin anda mendapat beberapa petunjuk tentang suatu pekerjaan aku memikirkanmu boytoy dan mengirimimu ciuman penuh gairah dari seberang lautan,0
ham,"Selamat siang, cintaku. Bagaimana harimu? Apa tujuanmu? Aku bangun pagi-pagi dan online menunggumu ... Hmmm... Anak laki-laki Italia sedang online saya mengerti. *menyeringai*",selamat siang cintaku bagaimana harimu apa tujuanmu aku bangun pagi pagi dan online menunggumu hmmm anak laki laki italia sedang online saya mengerti menyeringai,0
ham,"Selamat malam Pak, Al Salam Wahleykkum.berbagi kabar gembira. Dengan rahmat Tuhan, saya mendapat tawaran dari Tayseer, TISSCO dan saya bergabung. Semoga Anda baik-baik saja. Insya Allah, bertemu denganmu kapan-kapan. Rakhesh, pengunjung dari India.",selamat malam pak al salam wahleykkum berbagi kabar gembira dengan rahmat tuhan saya mendapat tawaran dari tayseer tissco dan saya bergabung semoga anda baik baik saja insya allah bertemu denganmu kapan kapan rakhesh pengunjung dari india,0
Spam,Semoga sukses! Pengundian berlangsung 28 Februari 06. Semoga sukses! Untuk penghapusan kirim STOP ke 87239 layanan pelanggan 08708034412,semoga sukses pengundian berlangsung februari semoga sukses untuk penghapusan kirim stop ke layanan pelanggan,1
ham,Selamat pagi sayangku........... Memiliki besar & hari yang sukses.,selamat pagi sayangku memiliki besar hari yang sukses,0
ham,Selamat pagi tolong panggil saya pak,selamat pagi tolong panggil saya pak,0
ham,Selamat pagi putri! Bagaimana keadaanmu?,selamat pagi putri bagaimana keadaanmu,0
ham,"Barang bagus, akan berhasil.",barang bagus akan berhasil,0
ham,Kata-kata yang bagus .... Tapi kata-kata mungkin membuat Anda cemas berkali-kali.,kata kata yang bagus tapi kata kata mungkin membuat anda cemas berkali kali,0
